Id,City,Name,Address,Coordinates,StateCode
602,Decatur,Pizza Hut,1524 Church St,[33.791834] [-84.285924],GA
603,Decatur,Mojo Pizza n' Pub,657 E Lake Dr,[33.75941048] [-84.30353696],GA
604,Decorah,Mabe's Pizza,110 E Water St,[43.304268] [-91.78518],IA
605,Deer Park,Tonys Pizza,1829 Deer Park Ave,[40.758695] [-73.327918],NY
606,Deer Park,Deer Hills Pizzeria,2128 Deer Park Ave,[40.773244] [-73.334446],NY
607,Deerfield Beach,Nicks Pizza,137 NE 2nd Ave,[26.3198] [-80.0999],FL
608,DeKalb,Pronto's Pizza,1023 W Hillcrest Dr,[41.945856] [-88.771743],IL
609,DeLand,Hungry Howies Pizza,1584 N Woodland Blvd,[29.046703] [-81.303817],FL
610,DeLand,Angelina's Pizzeria & Italian Eatery,2687 S Woodland Blvd,[28.98059308] [-81.29700796],FL
611,Delray Beach,Papa Giuseppe Pizza,660 Linton Blvd,[26.439219] [-80.082404],FL
612,Delray Beach,Sals Italian Restaurant Pizza in Delray,4801 Linton Blvd Ste 1A,[26.440515] [-80.121558],FL
613,Delray Beach,Scuola Vecchia Pizza E Vino,522 E Atlantic Ave,[26.4614] [-80.06729],FL
614,Denver,Cosmos Pizza,550 Grant St,[39.725069] [-104.983255],CO
615,Denver,Protos PizzaDenver,2401 15th St,[39.756797] [-105.008937],CO
616,Denver,Pie Hole,44 S Broadway,[39.715726] [-104.987188],CO
617,Denver,ZaZas Pizzeria,2041 S University Blvd,[39.679472] [-104.95961],CO
618,Denver,Proto's Pizzeria Napoletana,2401 15th St,[39.756755] [-105.009659],CO
619,Denver,The Garlic Knot,2553 S Colorado Blvd,[39.670606] [-104.941363],CO
620,Denver,Nicolo's Chicago Style Pizza,1209 E 13th Ave,[39.73694867] [-104.972624],CO
621,Depew,Penora's Pizza,5055 Broadway,[42.90155] [-78.687683],NY
622,Depew,Grasso's,5202 Transit Rd,[42.89685] [-78.697144],NY
623,Des Moines,Michael's Pizza,2629 Beaver Ave,[41.61882] [-93.67224],IA
624,Des Plaines,Romanos,9785 W Higgins Rd,[41.993958] [-87.870327],IL
625,Des Plaines,Gigios Pizzeria,1603 E Oakton St,[42.024142] [-87.884326],IL
626,Des Plaines,Village Pizza,9469 W Higgins Rd,[41.992199] [-87.863034],IL
627,Des Plaines,Pizza Hut,1387 Lee Street,[42.027936] [-87.893624],IL
628,Detroit,Passport Pizza - Midtown,4200 Woodward Ave,[42.35168] [-83.06074],MI
629,Detroit,Sgt. Pepperoni's,4120 Woodward Ave,[42.35114625] [-83.06025004],MI
630,Detroit,Jerry's Pizza & Bar-b-q,11749 Livernois Ave,[42.37521172] [-83.13925803],MI
631,Dobbs Ferry,Dobbs Ferry Pizza,218 Ashford Ave,[41.014003] [-73.858782],NY
632,Dobbs Ferry,San Gennaro Pizza and Pasta,225 Ashford Ave,[41.01410201] [-73.85829449],NY
633,Downers Grove,Skuddlebutts Pizza,440 Ogden Ave,[41.809708] [-87.997404],IL
634,Downers Grove,Mrs Ts Pizza Pub,4246 Main St,[41.809399] [-88.011489],IL
635,Downers Grove,Roundheads Pizza Pub,2001 63rd St,[41.772109] [-88.032616],IL
636,Downers Grove,Angelo's Pizza,1003 Curtiss St,[41.79385509] [-88.00939799],IL
637,Doylestown,Artistic Pizzeria,12 W State St,[40.30982] [-75.130833],PA
638,Doylestown,Baked on Main,22 S Main St,[40.309377] [-75.130572],PA
639,Doylestown,Roman Delight of Fountainville,1456 Ferry Rd,[40.34052991] [-75.15227784],PA
640,Dresher,Mamas Pizza IV,1704 Susquehanna Rd,[40.142074] [-75.16824],PA
641,Drexel Hill,Drexel Hill Pizza,4603 State Rd,[39.950501] [-75.311856],PA
642,Drexel Hill,Janos,732 Burmont Rd,[39.949899] [-75.308742],PA
643,Dublin,Me-n-Ed's Pizzeria,4930 Dublin Blvd,[37.703783] [-121.884947],CA
644,Dublin,Johnny's Pizza and Subs,2301 Bellevue Rd,[32.529594] [-82.94294],GA
645,Duluth,Murray's in a Hurry,3940 Peachtree Industrial Blvd,[33.98561] [-84.17047],GA
646,Durango,Diorios South Pizza,600 Main Ave,[37.270322] [-107.881522],CO
647,Durham,Rudinos Pizza Grinders,1515 N Pointe Dr,[36.027685] [-78.915746],NC
648,Durham,I Love New York Pizza,5428 New Hope Commons Dr,[35.955792] [-78.99608],NC
649,Durham,Ricky's NY Pizza,5279 N Roxboro Rd,[36.0765] [-78.9112],NC
650,Durham,Lillys,810 W Peabody St,[35.999083] [-78.90945],NC
651,Durham,Pop's Backdoor South,3710 Shannon Rd,[35.95663] [-78.955936],NC
652,Duvall,Red Pepper Pizzeria & Pasta,15720 Main St NE,[47.741921] [-121.985853],WA
653,Eagle Point,Abby's Legendary Pizza,11200 Highway 62,[42.473133] [-122.81132],OR
654,East Islip,Martino's Pizza,22 E Main St,[40.73105] [-73.189884],NY
655,East Lansing,Georgios Pizza,1010 E Grand River Ave,[42.731341] [-84.470843],MI
656,East Lansing,Bells Greek Pizza,1135 East Grand River,[42.731339] [-84.46811],MI
657,East Lansing,Cottage Inn,615 E Grand River Ave,[42.73323545] [-84.47601542],MI
658,East Meadow,Pietro's Pizza,476 E Meadow Ave,[40.712326] [-73.557532],NY
659,East Northport,Chefs of New York Pizzeria,508 Larkfield Rd,[40.86336322] [-73.32149595],NY
660,East Peoria,Davis Bros Pizza Inc,2402 E Washington St,[40.674617] [-89.539797],IL
661,East Rochester,Salvatore's Old Fashioned Pizzeria / Arthur Treacher's,240 W Commercial St,[43.11397207] [-77.49014662],NY
662,East Syracuse,Pavones Pizza,5781 Bridge St,[43.051332] [-76.070799],NY
663,Easton,Gino''s Pizza,349 Northampton St,[40.691159] [-75.210755],PA
664,Eau Claire,Guppy's Pizza,421 Water St,[44.80206] [-91.508792],WI
665,Eau Claire,New York Pizza,320 Water St,[44.802303] [-91.506636],WI
666,Eau Claire,Buzzy's Pizza Emporium,414 Water St,[44.8023] [-91.508],WI
667,Eden Prairie,Davannis Pizza and Hot Hoagies,8061 Flying Cloud Dr,[44.857508] [-93.425734],MN
668,Edgewood,Guss Pizza Grill,1928 Pulaski Hwy,[39.435362] [-76.316397],MD
669,Edmond,Stars Stripes Pizza,346 S Santa Fe Ave,[35.651611] [-97.512964],OK
670,Edmonds,Evviva Woodfired Pizza,178 Sunset Ave,[47.81249] [-122.38166],WA
671,El Cajon,Mamma Rosa Italian Restaurant,1773 E Main St,[32.814055] [-116.916543],CA
672,El Cajon,Sbarro,689 Parkway Plz,[32.804533] [-116.966542],CA
673,El Mirage,Mario's Pizza,13915 N Dysart Rd,[33.61057] [-112.341209],AZ
674,El Paso,Little Caesars Pizza,965 N Resler Dr,[31.862409] [-106.558431],TX
675,El Paso,Andre's Pizza,7000 Westwind Dr,[31.852781] [-106.541195],TX
676,El Paso,Pizza Joint,2900 N Mesa St,[31.779075] [-106.504225],TX
677,El Paso,The Healthy Pizza Company,3800 N Mesa St Ste C9,[31.787102] [-106.505886],TX
678,El Segundo,zpizza,829 N Douglas St,[33.927667] [-118.383589],CA
679,El Segundo,Justa Pizza,100 W Imperial Ave,[33.930624] [-118.416479],CA
680,El Segundo,Andiamo Pizzeria,134 Main St,[33.917359] [-118.415554],CA
681,El Segundo,PizzaRev,460 N Sepulveda Blvd,[33.92191] [-118.396154],CA
682,Elgin,Danny's Pizza on Douglas,231 Douglas Ave,[42.0415486] [-88.2834486],IL
683,Elizabethton,Greg's Pizza - Elizabethton,766 W Elk Ave,[36.348694] [-82.237773],TN
684,Elk Grove Village,Rosatis Pizza,1085 Nerge Rd,[41.997467] [-88.03121],IL
685,Elk Rapids,Chef Charles Pizza,147 River St,[44.897985] [-85.41387],MI
686,Elkton,Pats Pizzeria,224 S Bridge St,[39.602665] [-75.82961],MD
687,Ellicott City,Bella Mia,4900 Waterloo Rd,[39.236139] [-76.798705],MD
688,Elmhurst,Pazzi di Pizza,105 S York St,[41.89871] [-87.93934],IL
689,Elmont,DAnnas Pizzeria Restaurant,1743 Hempstead Tpke,[40.704703] [-73.704764],NY
690,Encinitas,Today's Pizza & Salad,481 Santa Fe Dr,[33.0362] [-117.2831],CA
691,Encino,Fresh Brothers,16060 Ventura Blvd,[34.156216] [-118.483204],CA
692,Encino,Mulberry Street Pizzeria Encino,17040 Ventura Blvd,[34.159914] [-118.504732],CA
693,Endicott,Joeys Northside Pizzeria,200 Oak Hill Ave,[42.111057] [-76.050144],NY
694,Endicott,Rossi's Pizza,332 Oak Hill Ave,[42.114739] [-76.05023],NY
695,Englewood,Mangia Bevi Cafe,6363 S Fiddlers Green Cir,[39.601442] [-104.892459],CO
696,Enola,Als Pizza Subs,407 N Enola Rd,[40.299281] [-76.929266],PA
697,Erie,Skippereno's,1604 W Grandview Blvd,[42.08356203] [-80.09611149],PA
698,Escondido,Pizza Amore,845 S Escondido Blvd,[33.113381] [-117.079271],CA
699,Española,Little Caesar's Pizza,708a N Riverside Dr,[35.997199] [-106.064588],NM
700,Essex,Bello Vitos,6048 Rossville Blvd,[39.33409] [-76.477199],MD
701,Eugene,Pegasus Pizza,790 E 14th Ave,[44.044263] [-123.080845],OR
702,Eugene,Abbys Pizza,1970 River Rd,[44.093664] [-123.129497],OR
703,Eugene,Papas Pizza,1700 W 11th Ave,[44.0474] [-123.11849],OR
704,Eugene,Papa's Pizza,1577 Coburg Rd,[44.07913278] [-123.0677806],OR
705,Eugene,Abby's Pizza,1976 Echo Hollow Rd,[44.0839722] [-123.1683382],OR
706,Eureka Springs,Sky Bar Gourmet Pizzeria,75 Prospect Ave,[36.408342] [-93.737399],AR
707,Evanston,Union Pizzeria,1245 Chicago Ave,[42.040121] [-87.680374],IL
708,Evanston,Gigio's Pizzeria of Evanston,1001 Davis St,[42.04713871] [-87.6850422],IL
709,Evansville,Turonis ForGetMeNotInn,4 N Weinbach Ave,[37.977367] [-87.529583],IN
710,Evansville,Mama Romas Pizza XPress,2008 E Morgan Ave,[37.991996] [-87.528558],IN
711,Evansville,Headys Pizzeria,4120 N 1st Ave,[38.016596] [-87.575043],IN
712,Evansville,Mama Roma's Pizza X-Press,3904 N 1st Ave,[38.014819] [-87.574572],IN
713,Everett,Major League Pizza,2811 Colby Ave,[47.97977] [-122.20864],WA
714,Everett,A Pizza House,2625 Colby Ave,[47.982433] [-122.20813],WA
715,Evergreen Park,Durbins,10240 S Kedzie Ave,[41.70687] [-87.701518],IL
716,Evergreen Park,Rosangelas Pizza,2807 W 95th St,[41.720755] [-87.692558],IL
717,Exton,Roccos Pizza Restaurant,605 N Pottstown Pike,[40.050748] [-75.636013],PA
718,Fairbanks,Papa John's Pizza,32 College Rd,[64.8505] [-147.7024],AK
719,Fairfax,Ghiringhellis Pizzeria,45 Broadway Blvd,[37.98692] [-122.589264],CA
720,Fairfield,LaRosas Pizzeria Fairfield,5130 Camelot Dr,[39.335866] [-84.52986],OH
721,Fairfield,Cassanos Pizza Subs,4761 Dixie Hwy,[39.347395] [-84.54259],OH
722,Fairless Hills,Julio's Pizzeria,515 S Oxford Valley Rd,[40.1696206] [-74.84914538],PA
723,Fairless Hills,Cosmos Restaurant,980 Trenton Rd,[40.187706] [-74.82806],PA
724,Fairport,Salvatore's Old Fashioned Pizzeria,55 S Main St,[43.10002674] [-77.44177696],NY
725,Fairview Heights,Johnnys Pizza Pasta,4628 N Illinois St,[38.571857] [-89.983625],IL
726,Far Rockaway,JM Pizza,263 Beach 20th St,[40.596859] [-73.75462],NY
727,Farmerville,Johnny's Pizza,717 Sterlington Hwy,[32.77083563] [-92.39532123],LA
728,Farmingdale,Bellagios Pizzeria Restaurant,211 Airport Plaza Blvd,[40.739221] [-73.419411],NY
729,Farmingdale,Frankie's East Side Pizza,313 Main St,[40.7323] [-73.4457],NY
730,Farmingdale,Cascarino's,302 Main St,[40.732558] [-73.446004],NY
731,Farmington,Tomatoes Apizza,24369 Halsted Rd,[42.470581] [-83.416307],MI
732,Farmington,JJs New York Pizzeria,6081 New York 96,[42.973821] [-77.355287],NY
733,Farmington,Tomatoes Apizza,29275 W 14 Mile Rd,[42.529016] [-83.338446],MI
734,Farmington,Pizza Hut,19645 Pilot Knob,[44.666308] [-93.17813],MN
735,Fayetteville,Pies On Pizza and Pasta,375 Lanier Ave E,[33.45037] [-84.437949],GA
736,Fayetteville,US Pizza Co,202 W Dickson St,[36.066691] [-94.161982],AR
737,Fayetteville,Primo Pizza,2810 Raeford Rd,[35.0455] [-78.9257],NC
738,Fayetteville,Johnny's Pizza,230 Glynn St N,[33.451048] [-84.455063],GA
739,Fayetteville,Pies and Pints Pizzeria,219 W Maple Ave,[38.05101] [-81.105851],WV
740,Fenton,Jet's Pizza,235 N Leroy St,[42.7983] [-83.7052],MI
741,Findlay,Bellacinos Grinders Pizza,2320 Tiffin Ave Ste B,[41.057089] [-83.59662],OH
742,Fishers,Apezza Pizza,10122 Brooks School Rd,[39.935409] [-85.948325],IN
743,Flagstaff,Fratelli's Pizza,119 W Phoenix Ave,[35.196922] [-111.65171],AZ
744,Floral Park,Village Pizzeria,169 Tulip Ave,[40.724045] [-73.702496],NY
745,Floral Park,V.I. Pizza,55 Covert Ave,[40.721558] [-73.68864],NY
746,Florence,LaRosas Pizzeria Mt Zion,280 Mount Zion Rd,[38.956832] [-84.626501],KY
747,Florence,Grammas Pizza,8449 US Highway 42 Ste B,[38.978014] [-84.655929],KY
748,Florence,Mio's Pizzeria,8470 Us Highway 42,[38.977811] [-84.657631],KY
749,Florence,Papa Dino's Pizza,290 Main St,[38.99982] [-84.62693],KY
750,Flower Mound,Papa Johns Pizza,2201 Justin Rd,[33.072195] [-97.062672],TX
751,Flower Mound,Palio's,2628 Long Prairie Rd,[33.021959] [-97.07020442],TX
752,Flower Mound,Papa John's Pizza,2201 Long Prairie Rd,[33.015247] [-97.07087],TX
753,Flowery Branch,Johnnys New York Style Pizza,7363 Spout Springs Road,[34.110972] [-83.874223],GA
754,Flushing,Ginos Pizzeria,25-19 Parsons Blvd,[40.776062] [-73.823598],NY
755,Flushing,DAROS Pizza Chicken,44-25 Kissena Blvd,[40.753301] [-73.821996],NY
756,Flushing,Gino's Pizzeria,6501 Kissena Blvd,[40.737123] [-73.814621],NY
757,Flushing,Bellerose Famous Pizza,7909 Main St,[40.718536] [-73.817258],NY
758,Flushing,Matese Pizzeria,2615 Francis Lewis Blvd,[40.7727] [-73.79487],NY
759,Fond du Lac,Papa Johns Pizza,459 W Johnson St,[43.784667] [-88.464375],WI
760,Fontana,The Original Graziano's,7426 Cherry Ave,[34.11957672] [-117.4894774],CA
761,Forest Hills,Mikes Pizzeria,7175 Yellowstone Blvd,[40.720713] [-73.855257],NY
762,Forest Hills,DEES,107-23 Metropolitan Ave,[40.709643] [-73.845343],NY
763,Forest Hills,A & J Pizza,7137 Austin St,[40.7198] [-73.84328],NY
764,Forest Hills,Due Fratelli,10116 Queens Blvd,[40.725945] [-73.85218],NY
765,Fort Collins,Krazy Karls Pizza,1124 W Elizabeth St,[40.575048] [-105.097184],CO
766,Fort Collins,Cozzolas Pizza Old Town,241 Linden St,[40.588845] [-105.074756],CO
767,Fort Collins,Pablo's Pizza,2720 Council Tree Ave,[40.5257] [-105.0256],CO
768,Fort Collins,Pulcinella Pizza,1119 W Drake Rd,[40.55212566] [-105.0973033],CO
769,Fort Lauderdale,Scuottos Pizza Pasta,3455 N Hiatus Rd,[26.170221] [-80.297026],FL
770,Fort Lauderdale,Grande Pizza Company,8373 W Sunrise Blvd,[26.148414] [-80.262936],FL
771,Fort Lauderdale,Jacaranda Pizza,8283 W Broward Blvd,[26.121225] [-80.260242],FL
772,Fort Lauderdale,Little Caesars Pizza,12522 W Sunrise Blvd,[26.145508] [-80.31699],FL
773,Fort Lauderdale,Grande Pizza Company,959 NE 62nd St,[26.20393] [-80.133229],FL
774,Fort Lauderdale,Anthony's Coal Fired Pizza,2203 S Federal Hwy,[26.09444] [-80.13695],FL
775,Fort Myers,Papa John's Pizza,13650 Fiddlesticks Blvd,[26.5459] [-81.8056],FL
776,Fort Smith,Papa's Pub & Pizzaria,508 Garrison Ave,[35.38754068] [-94.42610928],AR
777,Fort Washington,Lucianis Brick Oven Pizzeria,471 Pinetown Rd,[40.138935] [-75.195355],PA
778,Fort Wayne,Mancino's Pizza & Grinders,2892 E Dupont Rd,[41.1788] [-85.1066],IN
779,Fort Wayne,Pizza Forum,1019 E Coliseum Blvd,[41.117934] [-85.126237],IN
780,Fort Worth,Rocco's Pizza,5716 Locke Ave,[32.732377] [-97.408932],TX
781,Fort Worth,Pie Five Pizza Co.,2600 W 7th St Ste 105,[32.75106] [-97.35291],TX
782,Fort Worth,Pie Five Pizza Co,2600 W 7th St,[32.752089] [-97.353293],TX
783,Fort Worth,Hysen's Nizza Pizza,401 University Dr,[32.754474] [-97.360839],TX
784,Fort Worth,Pizza Hut,4233 E Lancaster,[32.741273] [-97.260258],TX
785,Fort Worth,Fox & Hound,6051 SW Loop 820,[32.68152044] [-97.41557985],TX
786,Fountain Hills,Redendos Pizzeria,16948 E Shea Blvd,[33.574011] [-111.713952],AZ
787,Fountain Valley,Two Brother's Pizza,18944 Brookhurst St,[33.687493] [-117.953808],CA
788,Fountain Valley,Rocco's Pizzeria,17098 Magnolia St,[33.71446] [-117.9718],CA
789,Fountain Valley,First Class Pizza,18671 Brookhurst St,[33.6918] [-117.9542],CA
790,Fox Lake,Giordano's,1388 US Rt 12,[42.36450043] [-88.17008329],IL
791,Frankfort,Durbins Of Frankfort,14 Elwood St,[41.49908154] [-87.84995645],IL
792,Franklin,Mineos Wings Pizza Raw Bar,330 Mayfield Dr,[35.954554] [-86.802917],TN
793,Franklin,Pisanellos,355 S Main St,[39.560009] [-84.304185],OH
794,Franklin,Richards Brick Oven Pizza,545 E King St,[39.478095] [-86.055032],IN
795,Franklin,Brooklyn Brother's Pizza,1441 New Highway 96 W,[35.929535] [-86.897394],TN
796,Franklin Square,Olivetto's,190 New Hyde Park Rd,[40.712871] [-73.676519],NY
797,Frederick,Flippin Pizza Frederick,36 S Market St,[39.413078] [-77.41092],MD
798,Fresh Meadows,Reginas Pizzeria,17649 Union Tpke,[40.725954] [-73.791734],NY
799,Friendswood,Saruzzo's New York,4131 FM 528,[29.52122846] [-95.1613643],TX
800,Frisco,Mellow Mushroom,2809 Preston Rd,[33.10043] [-96.80569],TX
801,Frisco,Papa John's Pizza,2650 King Rd,[33.15326382] [-96.85514215],TX
802,Fullerton,Fuoco Pizzeria Napoletana,101 N Harbor Blvd,[33.870623] [-117.924458],CA
803,Fulton,brooklyn pizza,501 Court,[38.847474] [-91.948111],MO
804,Gainesville,Leonardos Pizza,4131 NW 16th Blvd,[29.673127] [-82.388085],FL
805,Gainesville,zpizza,7929 Heritage Village Plz,[38.803957] [-77.602647],VA
806,Gainesville,Brooklyn Bros Pizzeria,8010 Crescent Park Dr,[38.784637] [-77.663836],VA
807,Gainesville,Atlas Pizza,104 Main St SW,[34.299713] [-83.826968],GA
808,Gainesville,Piesano's Stone Fired Pizza,1250 W University Ave,[29.652077] [-82.33833],FL
809,Gainesville,I Love NY Pizza,2645 SW 91st St,[29.62944] [-82.43758],FL
810,Garden City,Grimaldis Pizza,980 Franklin Ave,[40.729097] [-73.635663],NY
811,Garden City,Avellinos Pizzeria Catering,279 Nassau Blvd,[40.714467] [-73.661014],NY
812,Garden City,Pizza Supreme,678 Stewart Ave,[40.731106] [-73.613991],NY
813,Garden Grove,Oggi's Pizza & Brewing Company,12362 Chapman Ave,[33.788776] [-117.91621],CA
814,Gardena,PIZZA MACHINE,1610 W Redondo Beach Blvd,[33.8886] [-118.3042],CA
815,Gardendale,Pasquales Pizza,219 Fieldstown Rd,[33.651412] [-86.812673],AL
816,Gatlinburg,Ogle's Brick Oven Pizza,201 Oglewood Ln,[35.72038292] [-83.4984109],TN
817,Georgetown,Fat Kats Pizzeria,3073 Paris Pike,[38.216446] [-84.530774],KY
818,Germantown,Mangino's Pizza & Subs,20510 Frederick Rd,[39.19191327] [-77.24317862],MD
819,Gilbert,Prima Pizza,3651 E Baseline Rd,[33.3777] [-111.753371],AZ
820,Gilbert,Barros Pizza,1431 E Williams Field Rd,[33.306143] [-111.759443],AZ
821,Gilbert,Venezias Pizzeria,744 W Ray Rd,[33.321641] [-111.805551],AZ
822,Gilbert,Sal's Gilbert Pizza,1150 S Gilbert Rd,[33.32911] [-111.790677],AZ
823,Glen Allen,Two Guys Pizza,11636 W Broad St,[37.653011] [-77.613387],VA
824,Glen Arbor,Riverfront Pizza + Speciality,6281 Western Ave,[44.89760147] [-85.98467231],MI
825,Glen Cove,Amalfi Pizzeria and Restaurant,197 Forest Ave,[40.874176] [-73.61867],NY
826,Glen Mills,Brothers Pizza,485 Baltimore Pike,[39.892247] [-75.505187],PA
827,Glendale,Pizza Boy,1321 E Colorado St,[34.142767] [-118.236607],CA
828,Glendale,Arizona Pizza Company,8110 W Union Hills Dr,[33.65357] [-112.233595],AZ
829,Glendale,Streets of New York,5843 W Thunderbird Rd,[33.609418] [-112.185001],AZ
830,Glendale,Barro's Pizza,18425 N 51st Ave,[33.6531] [-112.16828],AZ
831,Glendale,Hungry Howie's Pizza,3515 W Union Hills Dr,[33.65380627] [-112.1358123],AZ
832,Glendale,Lucky's Pizza,6630 W Cactus Rd,[33.59623] [-112.2008],AZ
833,Glendale,Ray's Pizza,15603 N 59th Ave,[33.6265] [-112.18497],AZ
834,Glendale,Oggi's Pizza & Brewing Company,6681 W Beardsley Rd,[33.6673] [-112.2022],AZ
835,Glendale Heights,Generoso Pizza,314 E Army Trail Rd,[41.936861] [-88.075624],IL
836,Glendora,Domenicos Jr,146 N Glendora Ave,[34.137502] [-117.865331],CA
837,Glenside,Apollo Pizza,112 S Easton Rd,[40.100225] [-75.153969],PA
838,Glenside,Glenside Pizza,274 N Keswick Ave,[40.105793] [-75.146882],PA
839,Glenside,Luigi's Pizza & Pasta,3005 Mount Carmel Ave,[40.11312] [-75.16852],PA
840,Glenwood Springs,Russos Ny Pizza,20 Market St,[39.55407] [-107.343721],CO
841,Goldsboro,Brooklyn Pizza,912 N Spence Ave,[35.385068] [-77.946232],NC
842,Goleta,Rustys Pizza Parlor,270 Storke Rd,[34.428958] [-119.869467],CA
843,Goodlettsville,Painturo's,430 Long Hollow Pike,[36.330383] [-86.698296],TN
844,Grafton,Downtown Pizza,1228 12th Ave,[43.319532] [-87.951749],WI
845,Granada Hills,Big mama papas pizza,10666 Zelzah Ave,[34.264234] [-118.52307],CA
846,Granada Hills,Numero Uno,17817 Chatsworth St,[34.2652] [-118.5222],CA
847,Grand Forks,Deek's Pizza,512 N Washingon St,[47.92461] [-97.044785],ND
848,Grand Haven,Mr. Scrib's,317 N Beacon Blvd,[43.06430846] [-86.22101847],MI
849,Grand Rapids,Carrabbas Italian Grill,4061 28th St SE,[42.912878] [-85.566939],MI
850,Grand Rapids,Faros Pizza,3963 28th St SE,[42.913295] [-85.569751],MI
851,Grand Rapids,Papa Murphy's,5210 Northland Dr NE,[43.057931] [-85.579803],MI
852,Grapevine,Cruise Shop,317 S Main St,[32.938723] [-97.078219],TX
853,Grayson,Riverside,1845 Grayson Hwy,[33.899323] [-83.96281],GA
854,Green Cove Springs,DFontana,324 Ferris St,[29.992076] [-81.678813],FL
855,Greencastle,Tonys Pizza,42 S Antrim Way,[39.790384] [-77.731979],PA
856,Greensboro,Hungry Howies Pizza,1608 W Friendly Ave,[36.075201] [-79.814066],NC
857,Greensboro,Brixx Wood Fired Pizza,1424 Westover Ter,[36.09164] [-79.814653],NC
858,Greensboro,Milanos Pizza,343 NC Highway 68 S,[36.066575] [-79.959581],NC
859,Greensboro,Venice Italian Pizza & Subs,104 N Elm St,[36.07275] [-79.78997],NC
860,Greensburg,Little Es Pizza,807 Highland Ave,[40.29285] [-79.541406],PA
861,Greenville,Antonino Bertolos Pizza,200 N Main St,[34.852667] [-82.397959],SC
862,Greenville,Tony's Pizzeria,30 Orchard Park Dr,[34.85581719] [-82.33362478],SC
863,Greenwood,Luca Pizza di Roma,250 S State Road 135,[39.61250937] [-86.15865039],IN
864,Greenwood Lake,Planet Pizza,126 Windemere Rd,[41.225893] [-74.290764],NY
865,Gresham,Geno's Sports Bar & Grill,3035 NE Kane Dr,[45.51822925] [-122.3988054],OR
866,Grove City,Tristano's Pizzeria,3306 Columbus St,[39.88297] [-83.0909],OH
867,Guilderland,Little Caesars,1800 Western Ave,[42.689863] [-73.865641],NY
868,Guilderland,I Love Ny Pizza,2080 Western Ave,[42.69776] [-73.892398],NY
869,Gulf Breeze,Santinos,368 Gulf Breeze Pkwy,[30.36607] [-87.171229],FL
870,Gulfport,Tonys Brick Oven Pizzeria,2417 14th,[30.368069] [-89.092309],MS
871,Gurnee,Giordano's Pizza,7105 Grand Ave,[42.385397] [-87.97780216],IL
872,Halethorpe,Sorrentos Of Arbutus,5401 East Dr,[39.2492] [-76.693493],MD
873,Hamburg,Butera's,32 Main St,[42.71509795] [-78.83096409],NY
874,Hammond,Aurelio's Pizza - Hammond,4226 Calumet Ave,[41.6364965] [-87.5091621],IN
875,Hampton,Papa Johns Pizza,2217 Kecoughtan Rd,[37.003059] [-76.379426],VA
876,Hamtramck,Buddy's Pizza,17125 Conant St,[42.419] [-83.064],MI
877,Hamtramck,Amar pizza,11608 Conant St,[42.40496287] [-83.05426419],MI
878,Hancock,Studio Pizza,426 Quincy St,[47.126433] [-88.586363],MI
879,Hanford,Boston House of Pizza,208 N 12th Ave,[36.325115] [-119.6735],CA
880,Hanford,Fatte Albert's,110 E 7th St,[36.3267754] [-119.6453331],CA
881,Hanover Park,Rosati's Pizza,5549 County Farm Rd,[41.967381] [-88.151613],IL
882,Harrisburg,Toninos Pizza Grille,530 N Progress Ave,[40.29822] [-76.846435],PA
883,Harrisburg,Mama's Pizza,305 Market St,[40.2609] [-76.8805],PA
884,Harrisburg,Monte Carlo Pizza,145 S Cameron St,[40.2626] [-76.8733],PA
885,Harrisburg,Dinos Pizza and Pasta,4455 Highway 49 S,[35.321538] [-80.651424],NC
886,Harrisburg,The Wild Tomato Pizzeria,4315 Jonestown Rd,[40.29908] [-76.819522],PA
887,Harrisburg,Sorrento Pizza,1845 Derry St,[40.261778] [-76.859415],PA
888,Harrisburg,Jo-Jo's,3823 Union Deposit Rd,[40.27948073] [-76.82726344],PA
889,Harrisonburg,Benny Sorrentino's,64 S Mason St,[38.4482] [-78.8665],VA
890,Hartford,Little Caesar's Pizza,1235 Bell Ave,[43.31695] [-88.360091],WI
891,Hatboro,Frank's Pizza,1001 W County Line Rd,[40.19996961] [-75.11923313],PA
892,Havertown,Cenzos Pizzeria,1619 Darby Rd,[39.981706] [-75.30534],PA
893,Hawthorne,Pizza Show,13344 Hawthorne Blvd,[33.911181] [-118.352213],CA
894,Hayes,Sals Sicilian Pizza,2520 George Washington Memorial Hwy,[37.278513] [-76.502286],VA
895,Hayward,The Pizza House,954 B St,[37.672714] [-122.0834],CA
896,Hemet,The Big Cheese Pizza Co,1265 S State St,[33.72854] [-116.973359],CA
897,Hemet,George's Pizza,2920 E Florida Ave,[33.74835837] [-116.9407568],CA
898,Henderson,Pizza Rock,2300 Paseo Verde Pkwy,[36.019961] [-115.089392],NV
899,Henderson,Buon Gusto,2642 W Horizon Ridge Pkwy,[36.001881] [-115.102955],NV
900,Henderson,Angelina's Pizzeria,835 Seven Hills Dr,[35.996804] [-115.124244],NV
901,Hendersonville,Little Caesar's Pizza,211 Asheville Hwy,[35.3148] [-82.461079],NC
902,Hendersonville,West First Wood Fired Pizza,101B 1st Ave W,[35.31423303] [-82.46009469],NC
903,Henrico,Extreme Pizza,11653 W Broad St,[37.652274] [-77.618403],VA
